time,latitude,longitude,mag,place,type,satellite
2018-142T17:55:32.6125Z[May22],39.939,43.686,null,null,lightening,null
2018-142T17:55:34.2181Z[May22],39.991,44.009,null,null,lightening,null
2018-142T17:55:46.0583Z[May22],39.958,44.036,null,null,lightening,null
2018-142T17:56:02.7125Z[May22],39.836,43.92,null,null,lightening,null
2018-142T17:56:07.6677Z[May22],39.93,44.075,null,null,lightening,null
2018-142T17:56:07.8038Z[May22],39.869,44.021,null,null,lightening,null
2018-142T17:56:11.0192Z[May22],39.866,43.861,null,null,lightening,null
2018-142T17:56:11.5549Z[May22],39.852,43.792,null,null,lightening,null
2018-146T16:02:40.3954Z[May26],39.183,46.391,null,null,lightening,null
2018-146T16:02:48.8013Z[May26],39.162,46.282,null,null,lightening,null
2018-146T16:02:54.1960Z[May26],39.159,46.489,null,null,lightening,null
2018-146T16:02:57.0301Z[May26],40.342,46.352,null,null,lightening,null
2018-146T16:02:57.0316Z[May26],39.901,46.411,null,null,lightening,null
2018-146T16:02:57.3271Z[May26],40.452,46.466,null,null,lightening,null
2018-146T16:02:59.0441Z[May26],40.392,46.419,null,null,lightening,null
2018-146T16:03:00.7380Z[May26],40.259,46.178,null,null,lightening,null
2018-146T16:03:04.4817Z[May26],39.155,46.454,null,null,lightening,null
2018-146T16:03:04.7932Z[May26],39.363,46.489,null,null,lightening,null
2018-146T16:03:05.2766Z[May26],40.407,46.478,null,null,lightening,null
2018-146T16:03:07.7368Z[May26],40.178,46.097,null,null,lightening,null
2018-146T16:03:09.3971Z[May26],40.274,46.199,null,null,lightening,null
2018-146T16:03:09.4690Z[May26],40.449,46.454,null,null,lightening,null
2018-146T16:03:09.4870Z[May26],41.301,46.389,null,null,lightening,null
2018-146T16:03:09.6388Z[May26],41.364,46.4,null,null,lightening,null
2018-146T16:03:10.1870Z[May26],40.936,46.279,null,null,lightening,null
2018-146T16:03:10.4483Z[May26],39.136,46.423,null,null,lightening,null
2018-146T16:03:11.5262Z[May26],39.887,46.408,null,null,lightening,null
2018-146T16:03:16.9798Z[May26],40.258,46.152,null,null,lightening,null
2018-146T16:03:18.2385Z[May26],40.186,46.119,null,null,lightening,null
2018-146T16:03:18.4375Z[May26],40.756,46.453,null,null,lightening,null
2018-146T16:03:18.6199Z[May26],40.394,46.449,null,null,lightening,null
2018-146T16:03:21.8605Z[May26],40.344,46.355,null,null,lightening,null
2018-146T16:03:22.6268Z[May26],39.844,46.412,null,null,lightening,null
2018-146T16:03:23.1499Z[May26],40.462,46.436,null,null,lightening,null
2018-146T16:03:28.4669Z[May26],39.882,46.431,null,null,lightening,null
2018-146T16:03:28.8648Z[May26],40.288,46.196,null,null,lightening,null
2018-146T16:03:30.6944Z[May26],40.194,46.147,null,null,lightening,null
2018-146T16:03:31.5396Z[May26],40.263,46.206,null,null,lightening,null
2018-146T16:03:32.9093Z[May26],40.376,46.417,null,null,lightening,null
2018-146T16:03:34.6279Z[May26],41.317,46.439,null,null,lightening,null
2018-146T16:03:35.1882Z[May26],39.165,46.331,null,null,lightening,null
2018-146T16:03:36.0640Z[May26],40.275,46.201,null,null,lightening,null
2018-146T16:03:38.5293Z[May26],40.439,46.488,null,null,lightening,null
2018-146T16:03:39.6142Z[May26],39.155,46.496,null,null,lightening,null
2018-146T16:03:42.8647Z[May26],40.267,46.206,null,null,lightening,null
2018-146T16:03:43.2120Z[May26],39.887,46.424,null,null,lightening,null
2018-146T16:03:44.2477Z[May26],40.256,46.283,null,null,lightening,null
2018-146T16:03:44.9014Z[May26],40.337,45.98,null,null,lightening,null
2018-146T16:03:46.2883Z[May26],39.177,46.434,null,null,lightening,null
2018-146T16:03:46.3059Z[May26],39.124,46.45,null,null,lightening,null
2018-146T16:03:47.5547Z[May26],40.384,46.456,null,null,lightening,null
2018-146T16:03:49.7093Z[May26],40.219,46.172,null,null,lightening,null
2018-146T16:03:52.2806Z[May26],40.274,46.215,null,null,lightening,null
2018-146T16:03:53.5323Z[May26],39.121,46.492,null,null,lightening,null
2018-146T16:03:54.9157Z[May26],40.265,46.211,null,null,lightening,null
2018-146T16:03:56.1353Z[May26],40.735,46.479,null,null,lightening,null
2018-146T16:03:57.2634Z[May26],39.157,46.447,null,null,lightening,null
2018-146T16:03:57.4674Z[May26],41.3,46.153,null,null,lightening,null
2018-146T16:03:57.9618Z[May26],40.387,46.442,null,null,lightening,null
2018-146T16:03:58.1442Z[May26],41.421,46.233,null,null,lightening,null
2018-146T16:04:00.0507Z[May26],40.283,46.27,null,null,lightening,null
2018-146T16:04:03.6711Z[May26],39.856,46.438,null,null,lightening,null
2018-146T16:04:03.8576Z[May26],40.196,46.216,null,null,lightening,null
2018-146T16:04:03.9772Z[May26],40.402,46.498,null,null,lightening,null
2018-146T16:04:04.4319Z[May26],39.115,46.432,null,null,lightening,null
2018-146T16:04:07.3018Z[May26],39.078,46.314,null,null,lightening,null
2018-146T16:04:07.4274Z[May26],40.274,46.255,null,null,lightening,null
2018-146T16:04:09.7087Z[May26],40.247,46.497,null,null,lightening,null
2018-146T16:04:09.8856Z[May26],40.376,46.466,null,null,lightening,null
2018-146T16:04:09.8876Z[May26],40.221,46.237,null,null,lightening,null
2018-146T16:04:10.7538Z[May26],40.429,46.499,null,null,lightening,null
2018-146T16:04:11.8463Z[May26],39.81,46.44,null,null,lightening,null
2018-146T16:04:12.5623Z[May26],40.258,46.219,null,null,lightening,null
2018-146T16:04:14.3779Z[May26],40.365,46.35,null,null,lightening,null
2018-146T16:04:14.6377Z[May26],39.045,46.498,null,null,lightening,null
2018-146T16:04:14.6482Z[May26],40.71,46.461,null,null,lightening,null
2018-146T16:04:16.6838Z[May26],40.232,46.326,null,null,lightening,null
2018-146T16:04:19.2551Z[May26],40.372,46.476,null,null,lightening,null
2018-146T16:04:22.8198Z[May26],40.242,46.27,null,null,lightening,null
2018-146T16:04:24.1374Z[May26],40.4,46.445,null,null,lightening,null
2018-146T16:04:24.2037Z[May26],41.187,46.32,null,null,lightening,null
2018-146T16:04:24.3344Z[May26],41.338,46.433,null,null,lightening,null
2018-147T15:10:59.1788Z[May27],40.602,44.087,null,null,lightening,null
2018-147T15:11:23.5796Z[May27],40.616,44.086,null,null,lightening,null
2018-147T15:11:39.7309Z[May27],38.596,44.314,null,null,lightening,null
2018-149T15:02:16.4771Z[May29],39.978,43.949,null,null,lightening,null
2018-149T15:02:23.2440Z[May29],39.836,43.962,null,null,lightening,null
2018-149T15:02:26.7334Z[May29],39.966,43.948,null,null,lightening,null
2018-149T15:02:26.9570Z[May29],39.89,43.808,null,null,lightening,null
2018-149T15:02:37.6369Z[May29],39.877,45.145,null,null,lightening,null
2018-149T15:02:44.2115Z[May29],40.023,43.989,null,null,lightening,null
2018-149T15:02:44.2241Z[May29],40.092,44.097,null,null,lightening,null
2018-149T15:02:45.7350Z[May29],39.961,43.971,null,null,lightening,null
2018-149T15:02:47.1566Z[May29],39.877,43.984,null,null,lightening,null
2018-149T15:02:52.6845Z[May29],40.593,44.133,null,null,lightening,null
2018-149T15:02:52.9725Z[May29],40.601,44.22,null,null,lightening,null
2018-149T15:02:53.3483Z[May29],40.633,44.297,null,null,lightening,null
2018-149T15:02:53.4182Z[May29],39.975,44.043,null,null,lightening,null
2018-149T15:02:59.5883Z[May29],39.845,43.977,null,null,lightening,null
2018-149T15:03:04.5654Z[May29],39.998,43.976,null,null,lightening,null
2018-149T15:03:25.5963Z[May29],39.984,44.101,null,null,lightening,null
2018-149T15:03:26.6153Z[May29],40.113,44.15,null,null,lightening,null
2018-149T15:03:28.7528Z[May29],39.875,44.033,null,null,lightening,null
2018-149T15:03:40.6790Z[May29],39.976,44.053,null,null,lightening,null
2018-149T15:03:50.3157Z[May29],39.894,43.929,null,null,lightening,null
2018-149T21:31:04.9603Z[May29],39.608,43.802,null,null,lightening,null
2018-149T21:31:11.6802Z[May29],39.354,44.165,null,null,lightening,null
2018-149T21:31:21.6064Z[May29],39.933,43.889,null,null,lightening,null
2018-149T21:31:26.1418Z[May29],39.235,45.558,null,null,lightening,null
2018-149T21:31:41.4432Z[May29],39.082,45.614,null,null,lightening,null
2018-149T21:31:55.5250Z[May29],39.55,43.861,null,null,lightening,null
2018-149T21:31:55.8491Z[May29],39.608,43.891,null,null,lightening,null
2018-149T21:31:56.0657Z[May29],39.492,43.878,null,null,lightening,null
2018-149T21:31:57.9149Z[May29],39.07,45.622,null,null,lightening,null
2018-149T21:32:09.3084Z[May29],39.205,45.325,null,null,lightening,null
2018-149T21:32:13.7056Z[May29],39.324,44.251,null,null,lightening,null
2018-149T21:32:23.2164Z[May29],39.061,45.657,null,null,lightening,null
2018-149T21:32:24.7344Z[May29],38.622,46.162,null,null,lightening,null
2018-149T21:32:25.2002Z[May29],39.218,45.591,null,null,lightening,null
2018-149T21:32:26.7252Z[May29],39.19,45.637,null,null,lightening,null
2018-149T21:32:33.0114Z[May29],39.101,45.421,null,null,lightening,null
2018-149T21:32:38.7634Z[May29],39.631,43.847,null,null,lightening,null
2018-149T21:33:01.0283Z[May29],39.211,45.4,null,null,lightening,null
2018-150T14:10:12.4619Z[May30],39.157,45.166,null,null,lightening,null
2018-150T14:10:12.5850Z[May30],40.723,43.676,null,null,lightening,null
2018-150T14:10:32.1083Z[May30],40.664,44.399,null,null,lightening,null
2018-150T14:10:32.8480Z[May30],39.201,45.225,null,null,lightening,null
2018-150T14:10:38.6939Z[May30],39.16,45.23,null,null,lightening,null
2018-150T14:10:38.9678Z[May30],40.679,43.655,null,null,lightening,null
2018-150T14:10:39.1487Z[May30],40.734,43.667,null,null,lightening,null
2018-150T14:10:45.5670Z[May30],39.179,45.21,null,null,lightening,null
2018-150T14:10:46.5232Z[May30],39.204,45.263,null,null,lightening,null
2018-150T14:10:51.2954Z[May30],39.166,45.223,null,null,lightening,null
2018-150T14:10:56.5273Z[May30],39.189,45.193,null,null,lightening,null
2018-150T14:11:00.1794Z[May30],39.168,45.195,null,null,lightening,null
2018-150T14:11:04.3422Z[May30],40.789,44.495,null,null,lightening,null
2018-150T14:11:06.9385Z[May30],40.719,43.661,null,null,lightening,null
2018-150T14:11:16.1909Z[May30],40.653,44.386,null,null,lightening,null
2018-150T14:11:19.9134Z[May30],39.125,45.231,null,null,lightening,null
2018-150T14:11:39.2668Z[May30],40.728,43.605,null,null,lightening,null
2018-150T20:39:03.4496Z[May30],39.202,44.397,null,null,lightening,null
2018-150T20:40:26.0445Z[May30],39.206,44.421,null,null,lightening,null
2018-151T19:47:16.6316Z[May31],40.992,44.257,null,null,lightening,null
2018-151T19:47:27.1342Z[May31],40.52,45.316,null,null,lightening,null
2018-151T19:47:27.9955Z[May31],40.943,44.393,null,null,lightening,null
2018-151T19:47:33.5430Z[May31],40.205,46.037,null,null,lightening,null
2018-151T19:47:36.4022Z[May31],40.497,45.108,null,null,lightening,null
2018-151T19:47:43.6230Z[May31],40.918,44.292,null,null,lightening,null
2018-151T19:47:46.4480Z[May31],41.043,44.149,null,null,lightening,null
2018-151T19:47:52.5105Z[May31],40.01,45.959,null,null,lightening,null
2018-151T19:48:00.4549Z[May31],40.833,44.27,null,null,lightening,null
2018-151T19:48:00.5464Z[May31],41.453,44.979,null,null,lightening,null
2018-151T19:48:03.5267Z[May31],40.488,45.114,null,null,lightening,null
2018-151T19:48:07.7133Z[May31],39.941,45.978,null,null,lightening,null
2018-151T19:48:07.7244Z[May31],40.432,45.252,null,null,lightening,null
2018-151T19:48:14.4095Z[May31],39.842,45.905,null,null,lightening,null
2018-151T19:48:15.3085Z[May31],39.93,45.921,null,null,lightening,null
2018-151T19:48:19.4696Z[May31],40.143,45.942,null,null,lightening,null
2018-151T19:48:19.9978Z[May31],39.726,45.623,null,null,lightening,null
2018-151T19:48:20.6153Z[May31],40.082,45.87,null,null,lightening,null
2018-151T19:48:22.8067Z[May31],39.932,45.912,null,null,lightening,null
2018-151T19:48:23.0469Z[May31],39.739,45.684,null,null,lightening,null
2018-151T19:48:25.7091Z[May31],39.677,45.629,null,null,lightening,null
2018-152T14:02:26.0864Z[Jun01],40.536,44.524,null,null,lightening,null
2018-152T14:02:48.4529Z[Jun01],40.703,44.808,null,null,lightening,null
2018-152T14:03:06.2856Z[Jun01],40.572,44.578,null,null,lightening,null
2018-152T14:03:09.1628Z[Jun01],40.648,44.731,null,null,lightening,null
2018-153T13:09:47.5540Z[Jun02],38.653,44.546,null,null,lightening,null
2018-153T13:09:53.3709Z[Jun02],38.868,44.791,null,null,lightening,null
2018-153T13:09:55.1613Z[Jun02],39.041,44.417,null,null,lightening,null
2018-153T13:09:55.9668Z[Jun02],38.786,44.816,null,null,lightening,null
2018-153T13:09:56.6548Z[Jun02],38.974,44.356,null,null,lightening,null
2018-153T13:09:56.9392Z[Jun02],38.828,44.888,null,null,lightening,null
2018-153T13:10:02.5289Z[Jun02],38.819,44.803,null,null,lightening,null
2018-153T13:10:03.4329Z[Jun02],38.976,44.367,null,null,lightening,null
2018-153T13:10:03.8520Z[Jun02],38.879,44.738,null,null,lightening,null
2018-153T13:10:04.5716Z[Jun02],39.204,44.216,null,null,lightening,null
2018-153T13:10:05.1947Z[Jun02],38.682,44.573,null,null,lightening,null
2018-153T13:10:05.4474Z[Jun02],40.855,43.904,null,null,lightening,null
2018-153T13:10:08.6574Z[Jun02],38.847,44.821,null,null,lightening,null
2018-153T13:10:11.0925Z[Jun02],39.022,44.386,null,null,lightening,null
2018-153T13:10:12.5573Z[Jun02],38.88,44.771,null,null,lightening,null
2018-153T13:10:12.6824Z[Jun02],38.824,44.939,null,null,lightening,null
2018-153T13:10:14.7376Z[Jun02],40.463,44.677,null,null,lightening,null
2018-153T13:10:14.9220Z[Jun02],38.904,44.291,null,null,lightening,null
2018-153T13:10:19.5611Z[Jun02],40.597,43.941,null,null,lightening,null
2018-153T13:10:20.9013Z[Jun02],38.886,44.783,null,null,lightening,null
2018-153T13:10:22.4338Z[Jun02],38.992,44.869,null,null,lightening,null
2018-153T13:10:25.3845Z[Jun02],38.984,44.382,null,null,lightening,null
2018-153T13:10:25.4900Z[Jun02],40.897,43.617,null,null,lightening,null
2018-153T13:10:25.7946Z[Jun02],38.828,44.894,null,null,lightening,null
2018-153T13:10:26.3925Z[Jun02],39.247,44.35,null,null,lightening,null
2018-153T13:10:26.4980Z[Jun02],39.152,44.256,null,null,lightening,null
2018-153T13:10:26.5372Z[Jun02],39.091,44.262,null,null,lightening,null
2018-153T13:10:26.6287Z[Jun02],38.677,44.62,null,null,lightening,null
2018-153T13:10:27.0583Z[Jun02],38.889,44.793,null,null,lightening,null
2018-153T13:10:29.3290Z[Jun02],38.96,44.45,null,null,lightening,null
2018-153T13:10:29.6728Z[Jun02],38.984,44.448,null,null,lightening,null
2018-153T13:10:32.0968Z[Jun02],38.883,44.831,null,null,lightening,null
2018-153T13:10:32.3064Z[Jun02],39.094,44.587,null,null,lightening,null
2018-153T13:10:34.2490Z[Jun02],40.132,45.569,null,null,lightening,null
2018-153T13:10:34.6339Z[Jun02],39.054,44.514,null,null,lightening,null
2018-153T13:10:35.1906Z[Jun02],38.902,44.778,null,null,lightening,null
2018-153T13:10:38.2665Z[Jun02],40.854,43.917,null,null,lightening,null
2018-153T13:10:38.7358Z[Jun02],38.968,44.43,null,null,lightening,null
2018-153T13:10:38.8358Z[Jun02],38.836,44.911,null,null,lightening,null
2018-153T13:10:40.7194Z[Jun02],38.671,44.607,null,null,lightening,null
2018-153T13:10:42.5598Z[Jun02],38.976,44.383,null,null,lightening,null
2018-153T13:10:43.0146Z[Jun02],38.782,44.92,null,null,lightening,null
2018-153T13:10:43.2382Z[Jun02],39.096,44.382,null,null,lightening,null
2018-153T13:10:43.2905Z[Jun02],39.046,44.411,null,null,lightening,null
2018-153T13:10:45.6969Z[Jun02],38.845,44.852,null,null,lightening,null
2018-153T13:10:47.8777Z[Jun02],38.801,44.908,null,null,lightening,null
2018-153T13:10:47.9868Z[Jun02],38.888,44.821,null,null,lightening,null
2018-153T13:10:51.9344Z[Jun02],38.877,44.728,null,null,lightening,null
2018-153T13:10:53.7374Z[Jun02],38.691,44.623,null,null,lightening,null
2018-153T13:10:53.9810Z[Jun02],38.989,44.407,null,null,lightening,null
2018-153T13:10:53.9825Z[Jun02],38.971,44.477,null,null,lightening,null
2018-153T13:10:55.6488Z[Jun02],38.728,44.658,null,null,lightening,null
2018-153T13:10:55.8779Z[Jun02],39.054,44.505,null,null,lightening,null
2018-153T13:10:55.9458Z[Jun02],38.798,44.826,null,null,lightening,null
2018-153T13:10:57.7624Z[Jun02],38.846,44.889,null,null,lightening,null
2018-153T13:10:58.7639Z[Jun02],38.801,44.939,null,null,lightening,null
2018-153T13:10:58.8784Z[Jun02],40.873,43.502,null,null,lightening,null
2018-153T13:10:59.4764Z[Jun02],40.635,43.945,null,null,lightening,null
2018-153T13:11:01.5516Z[Jun02],40.89,43.657,null,null,lightening,null
2018-153T13:11:02.6154Z[Jun02],40.475,44.608,null,null,lightening,null
2018-153T13:11:02.6566Z[Jun02],38.886,44.78,null,null,lightening,null
2018-153T13:11:04.1210Z[Jun02],38.766,44.872,null,null,lightening,null
2018-153T13:11:04.4451Z[Jun02],38.97,44.9,null,null,lightening,null
2018-153T13:11:05.6390Z[Jun02],38.974,44.461,null,null,lightening,null
2018-153T13:11:06.9387Z[Jun02],40.897,43.934,null,null,lightening,null
2018-153T13:11:09.9112Z[Jun02],38.827,44.944,null,null,lightening,null
2018-153T13:11:11.3720Z[Jun02],38.855,44.802,null,null,lightening,null
2018-153T13:11:14.2010Z[Jun02],40.925,43.9,null,null,lightening,null
2018-153T13:11:14.6020Z[Jun02],40.904,44.022,null,null,lightening,null
2018-153T13:11:16.3568Z[Jun02],38.877,44.791,null,null,lightening,null
2018-153T13:11:17.8784Z[Jun02],39.098,44.579,null,null,lightening,null
2018-153T13:11:19.5848Z[Jun02],39.215,44.216,null,null,lightening,null
2018-153T13:11:19.9646Z[Jun02],38.655,44.631,null,null,lightening,null
2018-153T13:11:20.5229Z[Jun02],40.478,44.798,null,null,lightening,null
2018-153T13:11:21.6651Z[Jun02],38.914,44.299,null,null,lightening,null
2018-153T13:11:23.2354Z[Jun02],39.038,44.497,null,null,lightening,null
2018-153T13:11:26.9970Z[Jun02],38.77,44.927,null,null,lightening,null
2018-153T13:11:34.9998Z[Jun02],40.889,43.618,null,null,lightening,null
2018-153T19:39:02.2802Z[Jun02],39.296,43.793,null,null,lightening,null
2018-153T19:39:03.1812Z[Jun02],39.171,43.829,null,null,lightening,null
2018-153T19:39:34.3951Z[Jun02],38.984,44.744,null,null,lightening,null
2018-153T19:39:48.2500Z[Jun02],38.656,46.196,null,null,lightening,null
2018-153T19:39:48.9379Z[Jun02],39.321,46.01,null,null,lightening,null
2018-153T19:39:52.4398Z[Jun02],39.283,43.816,null,null,lightening,null
2018-153T19:39:53.5679Z[Jun02],39.142,43.867,null,null,lightening,null
2018-154T12:17:41.3497Z[Jun03],38.525,45.269,null,null,lightening,null
2018-154T12:17:41.7010Z[Jun03],38.618,45.209,null,null,lightening,null
2018-154T12:17:42.4904Z[Jun03],38.653,45.256,null,null,lightening,null
2018-154T12:17:43.6578Z[Jun03],38.521,45.194,null,null,lightening,null
2018-154T12:17:44.9005Z[Jun03],38.564,45.313,null,null,lightening,null
2018-154T12:17:46.4672Z[Jun03],38.555,45.217,null,null,lightening,null
2018-154T12:17:47.7546Z[Jun03],38.607,45.208,null,null,lightening,null
2018-154T12:17:48.7375Z[Jun03],38.616,45.392,null,null,lightening,null
2018-154T12:17:48.9897Z[Jun03],38.511,45.348,null,null,lightening,null
2018-154T12:17:49.9687Z[Jun03],38.617,45.164,null,null,lightening,null
2018-154T12:18:11.9393Z[Jun03],38.592,45.22,null,null,lightening,null
2018-154T12:18:14.1803Z[Jun03],38.536,45.291,null,null,lightening,null
2018-154T12:18:14.2803Z[Jun03],38.619,45.208,null,null,lightening,null
2018-154T12:18:17.2849Z[Jun03],38.647,45.229,null,null,lightening,null
2018-154T12:18:20.7098Z[Jun03],38.539,45.312,null,null,lightening,null
2018-154T12:18:23.9986Z[Jun03],38.507,45.313,null,null,lightening,null
2018-154T12:18:44.2232Z[Jun03],38.629,45.238,null,null,lightening,null
2018-154T12:18:44.2538Z[Jun03],38.724,45.791,null,null,lightening,null
2018-154T12:18:49.1883Z[Jun03],38.557,45.294,null,null,lightening,null
2018-154T12:18:52.0657Z[Jun03],38.625,45.208,null,null,lightening,null
2018-154T12:18:53.4887Z[Jun03],38.643,44.66,null,null,lightening,null
2018-154T12:18:54.2389Z[Jun03],38.611,45.294,null,null,lightening,null
2018-154T12:18:56.9550Z[Jun03],38.566,45.114,null,null,lightening,null
2018-154T12:18:58.7856Z[Jun03],38.631,45.169,null,null,lightening,null
2018-154T12:19:00.2824Z[Jun03],38.632,45.212,null,null,lightening,null
2018-154T12:19:00.7086Z[Jun03],38.518,45.229,null,null,lightening,null
2018-154T12:19:04.5583Z[Jun03],38.501,45.236,null,null,lightening,null
2018-154T12:19:06.9018Z[Jun03],38.575,45.153,null,null,lightening,null
2018-154T12:19:08.2712Z[Jun03],38.553,45.281,null,null,lightening,null
2018-154T12:19:10.1654Z[Jun03],38.516,45.121,null,null,lightening,null
2018-154T12:19:13.0036Z[Jun03],38.512,45.194,null,null,lightening,null
2018-154T12:19:13.0463Z[Jun03],38.609,45.208,null,null,lightening,null
2018-154T12:19:14.9534Z[Jun03],38.514,45.154,null,null,lightening,null
2018-154T12:19:15.9614Z[Jun03],38.538,45.243,null,null,lightening,null
2018-155T13:02:06.7008Z[Jun04],41.364,43.767,null,null,lightening,null
2018-155T13:02:32.5944Z[Jun04],41.418,43.872,null,null,lightening,null
2018-155T13:02:53.5837Z[Jun04],41.367,43.803,null,null,lightening,null
2018-155T13:02:55.3775Z[Jun04],41.304,43.73,null,null,lightening,null
2018-155T13:03:03.0060Z[Jun04],41.243,43.688,null,null,lightening,null
2018-155T13:03:05.2457Z[Jun04],41.284,43.731,null,null,lightening,null
2018-155T13:03:06.4467Z[Jun04],41.331,43.825,null,null,lightening,null
2018-155T13:03:13.1434Z[Jun04],41.273,43.719,null,null,lightening,null
2018-155T13:03:16.1583Z[Jun04],41.238,43.655,null,null,lightening,null
2018-155T13:03:20.8939Z[Jun04],41.299,43.726,null,null,lightening,null
2018-155T13:03:22.7114Z[Jun04],41.222,43.639,null,null,lightening,null
2018-155T13:03:25.5706Z[Jun04],41.294,43.814,null,null,lightening,null
2018-155T13:03:27.4379Z[Jun04],41.27,43.717,null,null,lightening,null
2018-155T13:03:29.3429Z[Jun04],41.42,43.72,null,null,lightening,null
2018-155T13:03:36.9733Z[Jun04],41.295,43.802,null,null,lightening,null
2018-156T12:09:51.2691Z[Jun05],40.907,43.675,null,null,lightening,null
2018-156T12:10:00.3109Z[Jun05],40.908,43.606,null,null,lightening,null
2018-156T12:10:14.4229Z[Jun05],40.881,43.632,null,null,lightening,null
2018-156T12:10:22.4515Z[Jun05],40.935,43.632,null,null,lightening,null
2018-156T12:10:31.0301Z[Jun05],40.895,43.664,null,null,lightening,null
2018-156T12:10:31.0603Z[Jun05],40.808,43.695,null,null,lightening,null
2018-156T12:10:37.3967Z[Jun05],41.44,44.091,null,null,lightening,null
2018-156T12:10:37.8209Z[Jun05],41.467,44.162,null,null,lightening,null
2018-156T12:10:47.0974Z[Jun05],40.904,43.622,null,null,lightening,null
2018-156T12:11:05.5888Z[Jun05],40.902,43.623,null,null,lightening,null
2018-156T18:38:49.6560Z[Jun05],39.309,45.635,null,null,lightening,null
2018-156T18:38:59.7573Z[Jun05],39.541,45.856,null,null,lightening,null
2018-156T18:39:11.9633Z[Jun05],39.668,45.211,null,null,lightening,null
2018-156T18:39:21.1520Z[Jun05],39.23,45.351,null,null,lightening,null
2018-156T18:39:23.5227Z[Jun05],39.629,46.04,null,null,lightening,null
2018-156T18:39:23.8021Z[Jun05],39.426,45.776,null,null,lightening,null
2018-156T18:39:24.4302Z[Jun05],39.607,45.241,null,null,lightening,null
2018-156T18:39:24.8850Z[Jun05],39.319,45.645,null,null,lightening,null
2018-156T18:39:29.2698Z[Jun05],39.615,45.198,null,null,lightening,null
2018-156T18:39:31.8642Z[Jun05],39.621,45.224,null,null,lightening,null
2018-156T18:39:34.2184Z[Jun05],39.31,45.602,null,null,lightening,null
2018-156T18:39:36.9399Z[Jun05],39.05,45.167,null,null,lightening,null
2018-156T18:39:41.2800Z[Jun05],39.312,45.682,null,null,lightening,null
2018-156T18:39:41.6755Z[Jun05],39.633,45.244,null,null,lightening,null
2018-156T18:39:45.5552Z[Jun05],39.455,45.88,null,null,lightening,null
2018-156T18:39:48.7888Z[Jun05],39.493,45.879,null,null,lightening,null
2018-156T18:39:50.5721Z[Jun05],39.585,46.094,null,null,lightening,null
2018-156T18:39:52.6937Z[Jun05],39.661,45.973,null,null,lightening,null
2018-156T18:39:53.6178Z[Jun05],39.491,45.154,null,null,lightening,null
2018-156T18:39:53.7520Z[Jun05],39.437,45.171,null,null,lightening,null
2018-156T18:39:57.9316Z[Jun05],39.48,45.914,null,null,lightening,null
2018-156T18:40:01.2100Z[Jun05],39.644,46.07,null,null,lightening,null
2018-156T18:40:02.1697Z[Jun05],39.08,45.298,null,null,lightening,null
2018-156T18:40:02.6546Z[Jun05],39.334,44.711,null,null,lightening,null
2018-156T18:40:03.8364Z[Jun05],39.653,45.236,null,null,lightening,null
2018-156T18:40:04.5259Z[Jun05],39.346,45.689,null,null,lightening,null
2018-156T18:40:04.6138Z[Jun05],39.29,45.624,null,null,lightening,null
2018-156T18:40:09.0790Z[Jun05],39.612,45.908,null,null,lightening,null
2018-156T18:40:10.4860Z[Jun05],39.217,45.365,null,null,lightening,null
2018-156T18:40:11.0126Z[Jun05],39.718,45.202,null,null,lightening,null
2018-156T18:40:13.2347Z[Jun05],39.437,45.648,null,null,lightening,null
2018-156T18:40:14.3105Z[Jun05],39.588,45.638,null,null,lightening,null
2018-156T18:40:14.6975Z[Jun05],39.51,45.862,null,null,lightening,null
2018-156T18:40:22.3801Z[Jun05],39.385,45.647,null,null,lightening,null
2018-157T11:17:37.9591Z[Jun06],40.662,43.524,null,null,lightening,null
2018-157T11:17:49.2909Z[Jun06],41.1,43.944,null,null,lightening,null
2018-157T11:18:02.9222Z[Jun06],40.662,43.51,null,null,lightening,null
2018-157T11:18:06.9184Z[Jun06],40.677,43.567,null,null,lightening,null
2018-159T11:09:36.0569Z[Jun08],39.519,44.233,null,null,lightening,null
2018-159T11:09:37.6981Z[Jun08],39.546,44.09,null,null,lightening,null
2018-159T11:09:52.7015Z[Jun08],39.53,44.122,null,null,lightening,null
2018-159T11:09:56.2350Z[Jun08],40.445,44.075,null,null,lightening,null
2018-159T11:10:02.2292Z[Jun08],39.535,44.111,null,null,lightening,null
2018-159T11:10:16.1748Z[Jun08],40.464,44.505,null,null,lightening,null
2018-159T11:10:16.7155Z[Jun08],40.538,44.404,null,null,lightening,null
2018-159T11:10:30.3934Z[Jun08],40.714,44.731,null,null,lightening,null
2018-159T11:10:38.2694Z[Jun08],39.504,44.192,null,null,lightening,null
2018-159T17:38:43.7244Z[Jun08],38.915,46.382,null,null,lightening,null
2018-159T17:38:48.9211Z[Jun08],38.856,46.358,null,null,lightening,null
2018-159T17:38:48.9623Z[Jun08],38.803,46.3,null,null,lightening,null
2018-159T17:38:52.7256Z[Jun08],38.891,46.39,null,null,lightening,null
2018-159T17:38:53.3864Z[Jun08],38.902,46.42,null,null,lightening,null
2018-161T15:54:09.8382Z[Jun10],41.217,44.549,null,null,lightening,null
2018-161T15:54:17.5178Z[Jun10],41.312,44.23,null,null,lightening,null
2018-161T15:54:48.4692Z[Jun10],41.267,46.129,null,null,lightening,null
